Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureTreeSize,measureNumLeaves,measureNumRules,measureAttributesUsed,measureNumIterations,measureOutOfBagError
bird_clean,2,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,371.0,42.0,12.0,30.0,0.0,28.571428571428573,71.42857142857143,0.0,0.0,0.26278893520272834,0.36392336341552145,100.0,100.0,101.6072880129108,101.6072880129108,0.0,2.4192211431645427,2.4192211431645427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,11.0,NaN,0.0,NaN,NaN,0.5,0.2619047619047619,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,NaN,0.2857142857142857,NaN,NaN,0.5,0.20634920634920634,NaN,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45004.0,6511.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,2,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,371.0,42.0,12.0,30.0,0.0,28.571428571428573,71.42857142857143,0.0,0.0,0.26278893520272834,0.36392336341552145,100.0,100.0,101.6072880129108,101.6072880129108,0.0,2.4192211431645427,2.4192211431645427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,11.0,NaN,0.0,NaN,NaN,0.5,0.2619047619047619,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,NaN,0.2857142857142857,NaN,NaN,0.5,0.20634920634920634,NaN,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45004.0,6511.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,2,3,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,371.0,42.0,12.0,30.0,0.0,28.571428571428573,71.42857142857143,0.0,0.0,0.26278893520272834,0.36392336341552145,100.0,100.0,101.6072880129108,101.6072880129108,0.0,2.4192211431645427,2.4192211431645427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,11.0,NaN,0.0,NaN,NaN,0.5,0.2619047619047619,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,NaN,0.2857142857142857,NaN,NaN,0.5,0.20634920634920634,NaN,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45004.0,6511.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,2,4,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,12.0,29.0,0.0,29.26829268292683,70.73170731707317,0.0,0.0,0.26166817223727784,0.3621846275661391,100.0,100.0,97.46364647975257,97.46364647975257,0.0,2.3771621092622577,2.3771621092622577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0,11.0,NaN,0.0,NaN,NaN,0.5,0.2682926829268293,0.2926829268292683,0.2926829268292683,0.7073170731707317,0.7073170731707317,NaN,0.2926829268292683,NaN,NaN,0.5,0.21356335514574656,NaN,0.2926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,2,5,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,12.0,29.0,0.0,29.26829268292683,70.73170731707317,0.0,0.0,0.2607648298705209,0.36078347526633936,100.0,100.0,96.60983393767623,96.60983393767623,0.0,2.3563374131140544,2.3563374131140544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.2926829268292683,0.2926829268292683,0.7073170731707317,0.7073170731707317,NaN,0.2926829268292683,NaN,NaN,0.5,0.21951219512195122,NaN,0.2926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,2,6,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,12.0,29.0,0.0,29.26829268292683,70.73170731707317,0.0,0.0,0.2607648298705209,0.36078347526633936,100.0,100.0,96.60983393767623,96.60983393767623,0.0,2.3563374131140544,2.3563374131140544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.2926829268292683,0.2926829268292683,0.7073170731707317,0.7073170731707317,NaN,0.2926829268292683,NaN,NaN,0.5,0.21951219512195122,NaN,0.2926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,2,7,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,13.0,28.0,0.0,31.70731707317073,68.29268292682927,0.0,0.0,0.25947434077515386,0.35876955011114,100.0,100.0,95.28611320777746,95.28611320777746,0.0,2.324051541653109,2.324051541653109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.3170731707317073,0.3170731707317073,0.6829268292682927,0.6829268292682927,NaN,0.3170731707317073,NaN,NaN,0.5,0.22903033908387865,NaN,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,2,8,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,13.0,28.0,0.0,31.70731707317073,68.29268292682927,0.0,0.0,0.25947434077515386,0.35876955011114,100.0,100.0,95.28611320777746,95.28611320777746,0.0,2.324051541653109,2.324051541653109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.3170731707317073,0.3170731707317073,0.6829268292682927,0.6829268292682927,NaN,0.3170731707317073,NaN,NaN,0.5,0.22903033908387865,NaN,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,2,9,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,13.0,28.0,0.0,31.70731707317073,68.29268292682927,0.0,0.0,0.25930227556243823,0.3585003888721631,100.0,100.0,94.96372456336258,94.96372456336258,0.0,2.316188403984453,2.316188403984453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.3170731707317073,0.3170731707317073,0.6829268292682927,0.6829268292682927,NaN,0.3170731707317073,NaN,NaN,0.5,0.23022010707911955,NaN,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,2,10,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,13.0,28.0,0.0,31.70731707317073,68.29268292682927,0.0,0.0,0.25930227556243823,0.3585003888721631,100.0,100.0,94.96372456336258,94.96372456336258,0.0,2.316188403984453,2.316188403984453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.3170731707317073,0.3170731707317073,0.6829268292682927,0.6829268292682927,NaN,0.3170731707317073,NaN,NaN,0.5,0.23022010707911955,NaN,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,371.0,42.0,12.0,30.0,0.0,28.571428571428573,71.42857142857143,0.0,0.0,0.2627889352027283,0.36392336341552156,100.0,100.00000000000001,101.60728801291083,101.60728801291083,0.0,2.4192211431645436,2.4192211431645436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,11.0,NaN,0.0,NaN,NaN,0.5,0.2619047619047619,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,NaN,0.2857142857142857,NaN,NaN,0.5,0.20634920634920634,NaN,0.2857142857142857,0.001,0.0,0.0,0.0,0.0,0.0,989.0,45004.0,6511.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,371.0,42.0,12.0,30.0,0.0,28.571428571428573,71.42857142857143,0.0,0.0,0.2627889352027283,0.36392336341552156,100.0,100.00000000000001,101.60728801291083,101.60728801291083,0.0,2.4192211431645436,2.4192211431645436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,11.0,NaN,0.0,NaN,NaN,0.5,0.2619047619047619,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,NaN,0.2857142857142857,NaN,NaN,0.5,0.20634920634920634,NaN,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45004.0,6511.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,3,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,371.0,42.0,13.0,29.0,0.0,30.952380952380953,69.04761904761905,0.0,0.0,0.2613574165298303,0.3617016846070174,100.0,100.0,99.96117863859719,99.96117863859719,0.0,2.3800280628237425,2.3800280628237425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,31.0,1.0,11.0,NaN,0.0,NaN,NaN,0.5,0.2619047619047619,0.30952380952380953,0.30952380952380953,0.6904761904761905,0.6904761904761905,NaN,0.30952380952380953,NaN,NaN,0.5,0.2165532879818594,NaN,0.30952380952380953,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45004.0,6511.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,4,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,13.0,28.0,0.0,31.70731707317073,68.29268292682927,0.0,0.0,0.26020561792919505,0.35991042947024726,100.0,100.0,95.81753710543896,95.81753710543896,0.0,2.3370131001326575,2.3370131001326575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0,11.0,NaN,0.0,NaN,NaN,0.5,0.2682926829268293,0.3170731707317073,0.3170731707317073,0.6829268292682927,0.6829268292682927,NaN,0.3170731707317073,NaN,NaN,0.5,0.22427126710291492,NaN,0.3170731707317073,0.001,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,5,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,13.0,28.0,0.0,31.70731707317073,68.29268292682927,0.0,0.0,0.25947434077515374,0.35876955011114015,100.0,100.0,95.28611320777752,95.28611320777752,0.0,2.3240515416531102,2.3240515416531102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.3170731707317073,0.3170731707317073,0.6829268292682927,0.6829268292682927,NaN,0.3170731707317073,NaN,NaN,0.5,0.22903033908387865,NaN,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,6,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,13.0,28.0,0.0,31.70731707317073,68.29268292682927,0.0,0.0,0.25947434077515374,0.35876955011114015,100.0,100.0,95.28611320777752,95.28611320777752,0.0,2.3240515416531102,2.3240515416531102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.3170731707317073,0.3170731707317073,0.6829268292682927,0.6829268292682927,NaN,0.3170731707317073,NaN,NaN,0.5,0.22903033908387865,NaN,0.3170731707317073,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,7,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,12.0,29.0,0.0,29.26829268292683,70.73170731707317,0.0,0.0,0.26076482987052085,0.3607834752663393,100.0,100.00000000000001,96.60983393767629,96.60983393767629,0.0,2.3563374131140558,2.3563374131140558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.2926829268292683,0.2926829268292683,0.7073170731707317,0.7073170731707317,NaN,0.2926829268292683,NaN,NaN,0.5,0.21951219512195122,NaN,0.2926829268292683,0.0,0.001,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,8,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,12.0,29.0,0.0,29.26829268292683,70.73170731707317,0.0,0.0,0.26076482987052085,0.3607834752663393,100.0,100.00000000000001,96.60983393767629,96.60983393767629,0.0,2.3563374131140558,2.3563374131140558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.2926829268292683,0.2926829268292683,0.7073170731707317,0.7073170731707317,NaN,0.2926829268292683,NaN,NaN,0.5,0.21951219512195122,NaN,0.2926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,9,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,12.0,29.0,0.0,29.26829268292683,70.73170731707317,0.0,0.0,0.26076482987052085,0.3607834752663393,100.0,100.00000000000001,96.60983393767629,96.60983393767629,0.0,2.3563374131140558,2.3563374131140558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.2926829268292683,0.2926829268292683,0.7073170731707317,0.7073170731707317,NaN,0.2926829268292683,NaN,NaN,0.5,0.21951219512195122,NaN,0.2926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,3,10,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,372.0,41.0,12.0,29.0,0.0,29.26829268292683,70.73170731707317,0.0,0.0,0.26076482987052085,0.3607834752663393,100.0,100.00000000000001,96.60983393767629,96.60983393767629,0.0,2.3563374131140558,2.3563374131140558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,29.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2926829268292683,0.2926829268292683,0.2926829268292683,0.7073170731707317,0.7073170731707317,NaN,0.2926829268292683,NaN,NaN,0.5,0.21951219512195122,NaN,0.2926829268292683,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45121.0,6394.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,4,1,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,371.0,42.0,12.0,30.0,0.0,28.571428571428573,71.42857142857143,0.0,0.0,0.2614837270009686,0.36189893082120317,100.0,99.99999999999999,100.05082386456549,100.05082386456549,0.0,2.382162472965845,2.382162472965845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,NaN,0.2857142857142857,NaN,NaN,0.5,0.21541950113378686,NaN,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45004.0,6511.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,4,2,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,371.0,42.0,12.0,30.0,0.0,28.571428571428573,71.42857142857143,0.0,0.0,0.26190476190476214,0.36255456505243633,100.0,100.00000000000001,100.75347547083452,100.75347547083452,0.0,2.3988922731151074,2.3988922731151074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,NaN,0.2857142857142857,NaN,NaN,0.5,0.21201814058956917,NaN,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45004.0,6511.0,100.0,100.0,?,?,?,?,?,?,?
bird_clean,4,3,weka.classifiers.rules.ZeroR,'',48055541465867954,2.02310061311E7,371.0,42.0,12.0,30.0,0.0,28.571428571428573,71.42857142857143,0.0,0.0,0.26190476190476214,0.36255456505243633,100.0,100.00000000000001,100.75347547083452,100.75347547083452,0.0,2.3988922731151074,2.3988922731151074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,30.0,1.0,12.0,NaN,0.0,NaN,NaN,0.5,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.7142857142857143,0.7142857142857143,NaN,0.2857142857142857,NaN,NaN,0.5,0.21201814058956917,NaN,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,989.0,45004.0,6511.0,100.0,100.0,?,?,?,?,?,?,?
